"538005","DE","Hamburg","2015-12-16T15:48:27+01:00",221.43
"561712","IT","Milan","2015-12-26T10:54:55+01:00",57.61
"J84595","IT","Catania","2016-01-23T17:46:08+01:00",276.77
"950271","GB","Nottingham","2016-01-14T15:23:21+00:00",895.43
"538009","DE","Duisburg","2015-12-06T10:07:33+01:00",415.42
"614715","GB","Manchester","2016-01-05T11:42:48+00:00",71.15
"537990","FR","Lyon","2015-12-12T13:36:25+01:00",266.72
"302357","IT","Palermo","2016-01-19T16:50:35+01:00",235.88
"302357","IT","Rome","2016-01-06T10:59:29+01:00",235.88
"608256","FR","Bordeaux","2015-12-25T16:48:33+01:00",529.62
"791419","FR","Montpellier","2015-12-21T18:30:00+01:00",640.20
"617165","GB","Leeds","2015-12-17T08:19:33+00:00",242.28
"791419","FR","Toulouse","2016-01-17T16:56:40+01:00",640.20
"G15933","IT","Venice-Padua","2015-12-22T09:07:14+01:00",477.31
"791419","ES","Málaga","2016-01-17T18:12:25+01:00",443.21
"682190","BG","Veliko Tarnovo","2016-01-12T14:00:41+02:00",474.74
"618577","GB","Birmingham","2016-01-08T13:52:19+00:00",736.67
"950271","IT","Venice-Padua","2016-01-06T13:19:43+01:00",596.95
"16157","BG","Burgas","2016-01-01T13:49:03+02:00",206.32
"370422","IT","Catania","2015-12-10T13:20:17+01:00",39.36
"U44197","IT","Bari","2015-12-05T08:17:09+01:00",349.90
"791419","DE","Dortmund","2015-12-11T14:01:24+01:00",492.46
"G02729","BG","Varna","2015-12-08T14:51:51+02:00",364.26
"G15163","DE","Leipzig","2016-01-18T11:35:42+01:00",207.81
"G13130","DE","Dortmund","2016-01-17T15:25:07+01:00",112.97
"614715","GB","Bristol","2016-01-07T13:10:23+00:00",71.15
"749131","GB","Edinburgh","2015-12-30T18:32:49+00:00",163.51
"906577","ES","Zaragoza","2016-01-17T11:59:29+01:00",263.27
"807426","GB","London","2016-01-13T09:05:04+00:00",714.33
"146541","DE","Essen","2015-12-16T20:23:09+01:00",71.68
"V43493","DE","Duisburg","2016-01-13T15:22:06+01:00",117.53
"790805","DE","Leipzig","2016-01-13T12:13:28+01:00",425.05
"793989","IT","Bari","2015-12-26T19:03:32+01:00",210.88
"K81727","FR","Montpellier","2015-12-01T15:43:28+01:00",603.41
"41975","GB","London","2015-12-10T09:27:49+00:00",614.38
"661103","GB","Birmingham","2015-12-23T20:15:00+00:00",268.11
"397645","IT","Florence","2015-12-24T17:23:43+01:00",275.11
"X13062","IT","Venice-Padua","2016-01-21T15:06:21+01:00",128.63
"618891","FR","Strasbourg","2015-12-14T15:18:47+01:00",58.27
"538003","DE","Cologne","2015-12-10T18:29:57+01:00",375.29
"E81862","ES","Málaga","2016-01-05T10:04:05+01:00",270.66
"G03721","ES","Bilbao","2016-01-07T12:07:05+01:00",31.26
"318179","DE","Berlin","2015-12-24T19:00:25+01:00",460.08
"694894","ES","Valencia","2015-12-05T15:17:27+01:00",437.25
"32858","GB","Leeds","2015-12-09T19:57:13+00:00",543.42
"K41607","FR","Paris","2016-01-22T19:12:04+01:00",42.82
"J11328","GB","Leeds","2015-12-23T16:27:26+00:00",754.97
"538009","DE","Bremen","2016-01-20T15:34:12+01:00",415.42
"558218","FR","Nantes","2015-12-11T16:34:59+01:00",14.87
"302357","FR","Marseille","2015-12-07T09:03:24+01:00",255.54
"G00132","FR","Paris","2015-12-17T19:01:11+01:00",629.34
"462549","BG","Varna","2016-01-19T12:32:43+02:00",317.22
"RK17971","BG","Veliko Tarnovo","2016-01-04T20:07:45+02:00",552.84
"G02728","ES","Zaragoza","2015-12-31T14:17:36+01:00",318.53
"618223","FR","Bordeaux","2015-12-10T18:46:00+01:00",188.46
"552581","ES","Zaragoza","2015-12-20T12:19:50+01:00",442.04
"U43902","DE","Munich","2015-12-31T09:17:44+01:00",241.34
"57105","IT","Palermo","2016-01-12T08:30:58+01:00",240.70
"R586340","IT","Rome","2016-01-14T15:16:37+01:00",364.82
"676133","DE","Leipzig","2016-01-24T16:31:54+01:00",233.85
"616906","DE","Dortmund","2016-01-16T17:00:07+01:00",193.73
"538352","FR","Paris","2015-12-06T20:24:49+01:00",123.54
"534116","BG","Sofia","2015-12-09T14:31:50+02:00",383.74
"V71388","FR","Strasbourg","2015-12-22T19:55:54+01:00",195.04
"618891","IT","Catania","2016-01-14T10:05:45+01:00",53.78
"552581","IT","Bari","2016-01-22T15:09:39+01:00",589.38
"41980","FR","Toulouse","2015-12-17T09:25:22+01:00",18.03
"E81862","BG","Varna","2016-01-09T16:30:58+02:00",339.82
"G13433","BG","Pleven","2016-01-17T10:03:41+02:00",67.16
"153775","ES","Bilbao","2016-01-20T13:17:41+01:00",410.76
"U44197","DE","Dortmund","2016-01-24T10:56:04+01:00",291.58
"146541","ES","Málaga","2015-12-22T12:50:41+01:00",64.51
"383914","ES","Málaga","2016-01-02T09:58:38+01:00",256.10
"218972","IT","Bari","2015-12-12T20:20:19+01:00",521.17
"383914","BG","Varna","2016-01-14T14:41:35+02:00",321.54
"781526","DE","Berlin","2015-12-31T18:23:01+01:00",225.82
"534120","DE","Munich","2016-01-17T12:13:10+01:00",289.71
"644483","IT","Bari","2016-01-07T17:53:25+01:00",277.12
"32918","FR","Paris","2016-01-20T10:12:35+01:00",97.46
"791419","ES","Zaragoza","2016-01-07T19:13:27+01:00",443.21
"561729","GB","Manchester","2016-01-13T16:04:34+00:00",372.38
"616906","BG","Pleven","2016-01-11T14:36:40+02:00",218.91
"U44197","DE","Cologne","2016-01-11T10:20:32+01:00",291.58
"612003","GB","Bristol","2016-01-13T10:03:31+00:00",302.58
"146546","BG","Pleven","2015-12-10T09:19:01+02:00",242.92
"781526","DE","Hamburg","2015-12-22T09:12:31+01:00",225.82
"K81938","GB","Nottingham","2016-01-02T18:39:08+00:00",50.63
"G02745","BG","Ruse","2016-01-17T15:46:48+02:00",501.21
"658507","DE","Cologne","2015-12-16T20:26:16+01:00",312.43
"607844","DE","Dortmund","2015-12-29T20:53:20+01:00",116.50
"G02728","IT","Milan","2015-12-03T14:35:56+01:00",424.70
"16157","DE","Berlin","2015-12-08T10:51:52+01:00",182.58
"607844","GB","Nottingham","2016-01-19T12:31:49+00:00",209.70
"146541","BG","Burgas","2016-01-19T11:55:19+02:00",81.00
"383914","DE","Cologne","2015-12-18T10:12:16+01:00",284.55
"614715","FR","Marseille","2015-12-13T11:39:43+01:00",51.39
"U43752","BG","Pleven","2015-12-19T08:04:35+02:00",542.77
"38698","GB","Glasgow","2016-01-24T13:42:55+00:00",363.37
"607844","FR","Strasbourg","2015-12-20T18:50:08+01:00",151.45
"G00130","GB","Liverpool","2016-01-23T09:52:27+00:00",96.97
"396559","FR","Lyon","2016-01-09T19:24:50+01:00",619.06
"J05334","BG","Veliko Tarnovo","2016-01-20T13:54:59+02:00",420.53
"552583","DE","Düsseldorf","2016-01-21T14:12:59+01:00",53.86
"41975","FR","Bordeaux","2015-12-07T19:06:48+01:00",443.72
"G15208","FR","Bordeaux","2016-01-09T09:37:20+01:00",53.38
"V22211","IT","Rome","2015-12-18T19:25:21+01:00",581.35
"K81727","GB","Manchester","2015-12-26T10:48:49+00:00",835.49
"K41607","GB","Edinburgh","2016-01-04T17:48:28+00:00",59.29
"741823","DE","Munich","2016-01-15T14:28:10+01:00",328.36
"G02142","FR","Lyon","2016-01-20T19:30:22+01:00",84.51
"38687","GB","Liverpool","2016-01-13T19:48:17+00:00",35.51
"J84595","BG","Varna","2016-01-05T11:35:19+02:00",260.62
"644483","GB","Liverpool","2015-12-11T14:49:28+00:00",415.67
"U43752","GB","Leeds","2015-12-02T20:08:55+00:00",864.59
"J04008","DE","Düsseldorf","2016-01-14T08:27:34+01:00",86.40
"J04077","DE","Leipzig","2015-12-12T20:48:04+01:00",205.80
"558128","ES","Madrid","2015-12-30T20:44:00+01:00",191.77
"153775","IT","Palermo","2015-12-30T13:49:01+01:00",547.68
"K81727","DE","Munich","2015-12-18T16:21:56+01:00",464.16
"873335","FR","Bordeaux","2016-01-13T12:04:52+01:00",619.03
"906577","BG","Pleven","2015-12-14T09:41:48+02:00",330.55
"42102","DE","Düsseldorf","2015-12-03T13:29:05+01:00",195.76
"J05705","DE","Munich","2016-01-14T15:24:53+01:00",212.91
"614715","BG","Varna","2015-12-04T11:42:19+02:00",44.67
"667848","IT","Florence","2015-12-28T13:47:48+01:00",398.02
"790802","DE","Duisburg","2015-12-19T19:59:57+01:00",61.20
"532101","GB","Nottingham","2015-12-24T14:18:35+00:00",437.33
"41980","ES","Murcia","2016-01-22T16:24:26+01:00",12.48
"E34909","FR","Montpellier","2015-12-08T17:03:57+01:00",355.56
"644483","ES","Murcia","2016-01-03T12:52:48+01:00",207.84
"741823","FR","Lyon","2015-12-11T11:49:11+01:00",426.87
"R586340","GB","Birmingham","2015-12-18T17:10:21+00:00",547.24
"538003","IT","Naples","2015-12-17T16:49:36+01:00",450.35
"K41607","BG","Burgas","2016-01-11T18:17:54+02:00",37.22
"781526","FR","Strasbourg","2016-01-20T19:49:03+01:00",293.57
"32918","DE","Nuremberg","2016-01-14T20:33:51+01:00",74.97
"383914","DE","Cologne","2015-12-28T19:07:27+01:00",284.55
"805980","GB","Manchester","2015-12-07T13:29:38+00:00",810.50
"E81862","GB","Edinburgh","2015-12-04T09:06:43+00:00",541.31
"153775","IT","Venice-Padua","2016-01-08T11:02:53+01:00",547.68
"146546","IT","Catania","2016-01-19T20:12:09+01:00",257.96
"617165","GB","Manchester","2015-12-16T10:53:48+00:00",242.28
"665648","ES","Madrid","2015-12-28T18:41:00+01:00",287.89
"E81862","DE","Stuttgart","2015-12-08T13:51:14+01:00",300.73
"153654","GB","Bristol","2015-12-22T15:15:58+00:00",753.19
"782204","IT","Florence","2016-01-10T09:27:23+01:00",502.19
"G18043","DE","Frankfurt am Main","2016-01-19T10:24:55+01:00",353.86
"42102","BG","Burgas","2016-01-20T15:11:39+02:00",221.21
"X35603","IT","Palermo","2015-12-07T09:43:53+01:00",261.74
"38687","IT","Palermo","2015-12-05T18:00:57+01:00",23.68
"790802","DE","Stuttgart","2015-12-29T13:49:05+01:00",61.20
"558218","IT","Catania","2015-12-02T15:12:54+01:00",13.73
"42102","BG","Ruse","2016-01-13T14:48:36+02:00",221.21
"G16909","ES","Málaga","2016-01-21T12:49:49+01:00",23.95
"29604","ES","Murcia","2016-01-23T19:14:08+01:00",165.24
"665648","DE","Leipzig","2015-12-07T11:23:04+01:00",319.88
"545182","BG","Plovdiv","2015-12-15T13:30:08+02:00",187.82
"538007","IT","Naples","2015-12-06T12:16:15+01:00",491.20
"J11328","GB","Bristol","2015-12-17T14:07:45+00:00",754.97
"549122","ES","Barcelona","2016-01-21T17:42:11+01:00",270.80
"G18043","IT","Milan","2015-12-29T20:54:16+01:00",424.63
"42102","GB","Leeds","2015-12-16T14:33:46+00:00",352.37
"635845","FR","Toulouse","2015-12-16T12:59:52+01:00",375.80
"42259","DE","Stuttgart","2015-12-31T19:17:16+01:00",185.79
"G44619","DE","Munich","2016-01-17T15:41:50+01:00",375.45
"145943","IT","Venice-Padua","2016-01-08T09:27:01+01:00",510.53
"J04077","GB","Birmingham","2015-12-18T11:31:31+00:00",370.44
"14932","DE","Hanover","2015-12-17T14:12:52+01:00",200.85
"873335","DE","Dortmund","2016-01-04T12:36:23+01:00",476.18
"29604","DE","Berlin","2015-12-01T13:34:04+01:00",183.60
"538352","GB","Nottingham","2016-01-20T18:01:31+00:00",171.05
"146546","DE","Düsseldorf","2016-01-10T14:31:52+01:00",214.97
"537989","FR","Marseille","2016-01-22T14:22:50+01:00",277.10
"552583","IT","Florence","2015-12-30T10:58:32+01:00",64.63
"G16909","FR","Strasbourg","2016-01-20T09:44:38+01:00",34.59
"31528","FR","Paris","2015-12-02T08:25:04+01:00",91.86
"34549","FR","Strasbourg","2016-01-06T12:23:44+01:00",453.41
"557947","ES","Murcia","2016-01-05T17:25:38+01:00",417.19
"561488","BG","Varna","2015-12-06T09:57:25+02:00",165.69
"210481","DE","Frankfurt am Main","2016-01-17T09:53:48+01:00",485.63
"30385","GB","Glasgow","2015-12-18T16:58:17+00:00",661.46
"562319","DE","Nuremberg","2015-12-27T11:39:37+01:00",174.79
"538003","BG","Sofia","2015-12-23T16:57:14+02:00",424.08
"661103","BG","Plovdiv","2016-01-23T12:35:55+02:00",168.31
"V22211","BG","Plovdiv","2015-12-29T08:22:28+02:00",547.44
"G02745","FR","Toulouse","2016-01-12T13:24:57+01:00",576.62
"G15933","BG","Burgas","2015-12-14T18:39:19+02:00",449.47
"318179","BG","Varna","2015-12-16T15:10:42+02:00",519.89
"538002","ES","Bilbao","2016-01-07T08:26:32+01:00",45.84
"608256","IT","Florence","2016-01-15T10:51:31+01:00",488.88
"532101","DE","Dortmund","2015-12-31T16:11:04+01:00",242.96
"G02728","GB","Manchester","2015-12-20T09:30:58+00:00",637.06
"741394","FR","Marseille","2016-01-11T16:15:27+01:00",616.37
"218972","GB","Bristol","2016-01-03T12:02:16+00:00",781.76
"396559","BG","Burgas","2016-01-07T20:19:48+02:00",538.11
"612003","FR","Bordeaux","2015-12-08T08:46:18+01:00",218.53
"658507","GB","Birmingham","2015-12-07T18:49:26+00:00",562.37
"G12702","DE","Nuremberg","2015-12-04T15:48:27+01:00",160.55
"538007","GB","Bristol","2016-01-12T18:10:05+00:00",736.79
"42102","FR","Marseille","2016-01-04T09:27:33+01:00",254.49
"38698","FR","Marseille","2015-12-08T09:17:25+01:00",262.43
"302357","GB","Birmingham","2016-01-24T09:33:57+00:00",353.83
"57105","GB","Manchester","2016-01-16T17:52:08+00:00",361.04
"K13579","BG","Ruse","2016-01-12T20:17:33+02:00",133.95
"793989","DE","Duisburg","2016-01-20T08:11:53+01:00",175.73
"30385","GB","Glasgow","2015-12-28T18:46:40+00:00",661.46
"782204","GB","London","2016-01-10T12:45:14+00:00",753.28
"906577","GB","Edinburgh","2015-12-06T08:29:23+00:00",526.54
"538003","ES","Zaragoza","2015-12-14T08:20:20+01:00",337.76
"K41607","ES","Seville","2015-12-19T19:26:24+01:00",29.65
"V35987","FR","Lyon","2016-01-20T16:47:53+01:00",94.78
"E85243","ES","Barcelona","2015-12-25T12:48:32+01:00",203.00
"805980","BG","Veliko Tarnovo","2015-12-11T08:16:04+02:00",508.82
"950271","ES","Madrid","2016-01-06T08:53:47+01:00",447.71
"790802","GB","Glasgow","2016-01-15T17:12:14+00:00",110.16
"537989","DE","Dortmund","2016-01-12T11:19:41+01:00",213.15
"636391","BG","Plovdiv","2015-12-11T08:57:47+02:00",484.84
